List Year,Town,Assessed Value,Sale Amount,Sale Ratio
2003,Tolland,49614970,103284947.0,2.081729506235719
2007,Chester,10922100,16152400.0,1.4788731104824164
2011,Westbrook,3346940,4536500.0,1.3554171870424925
2018,Ridgefield,209798470,303203652.0,1.4452138378320871
2002,Enfield,99210295,170873275.0,1.7223341085720993
2005,Thompson,23601980,39952125.0,1.6927446341366275
2009,Guilford,111605555,135981334.0,1.2184100872039927
2010,Stonington,89217140,94466077.0,1.0588332802418907
2010,Salem,8514542,9354502.0,1.098650050701494
2016,Canton,53213440,68089405.0,1.2795527783958338
2017,Canton,68160340,68974844.0,1.011949823020249
2019,West Hartford,281627110,434916362.640625,1.544298638865502
2007,Kent,12919800,37994966.0,2.9408323658260964
2011,Washington,35367380,40618751.0,1.1484806338496094
2009,Seymour,42603870,52744967.0,1.2380322961270889
2010,Monroe,51806820,66122536.0,1.276328792232374
2011,New Milford,66471380,83133183.0,1.2506613071670845
2012,New London,49984760,42326318.0,0.8467844599033786
2012,Granby,1138120,1461302.0,1.2839612694619196
2016,Barkhamsted,9894430,13856375.0,1.4004217524405145
2001,North Haven,93204850,110398222.0,1.1844686408486254
2006,Branford,120080551,220659180.0,1.8375930003852163
2006,Norwalk,808818946,1127668852.0,1.3942166631690154
2017,Greenwich,2992539598,2041120795.125,0.682069769933584
2017,Watertown,58605900,83963223.0,1.4326752596581573
2003,Ridgefield,245654376,444543334.0,1.8096292084778494
2007,Ellington,46199670,77353212.0,1.6743239075084302
2008,East Hartford,113385150,102322106.0,0.9024295156817272
2008,Durham,20432230,26819750.0,1.3126198168286085
2008,Ridgefield,186559245,217962381.0,1.1683279539429954
2009,Bridgewater,7269870,10723292.0,1.4750321532572108
2011,Naugatuck,60311061,53655356.0,0.889643708970731
2011,Norfolk,7773900,10917600.0,1.4043916181067417
2012,Bloomfield,51436598,69504984.0,1.351274903522974
2012,Burlington,32275930,47638777.0,1.4759846424254854
2014,South Windsor,86095010,135727092.0,1.5764803558301463
2016,North Branford,22304772,32540912.0,1.45892152585106
2017,Berlin,5339684,7980745.0,1.4946099806655224
2001,Burlington,25845000,48084571.0,1.8604980073515187
2004,Greenwich,2493354879,2880228074.0,1.155161705322574
2008,Waterbury,176209200,172466532.0,0.9787600874415183
2008,Vernon,56574820,76626719.0,1.3544315121108648
2010,Torrington,51268542,57621939.0,1.1239238868934482
2014,Suffield,64199078,81863969.0,1.2751580170668495
2001,Oxford,36439860,68956594.0,1.8923397071229142
2004,Hampton,6095000,10830620.0,1.7769680065627564
2006,Hartland,4830040,6967212.0,1.4424750105589188
2007,Canterbury,10340938,18715518.0,1.809847230493017
2007,Washington,38478860,78826645.0,2.0485701759355655
2009,Weston,93901619,121573449.0,1.2946895942230772
2010,Preston,14447900,10375390.0,0.718124433308647
2011,Canaan,3374800,3301199.0,0.978191003911343
2012,Bridgewater,10908540,14230000.0,1.30448254303509
2014,Roxbury,28177850,33160275.0,1.1768206232909892
2019,New Hartford,24431895,34021418.65625,1.3925001992784432
2019,Portland,31717980,46473853.0,1.4652210828053993
2020,Lebanon,22572810,41374596.0,1.8329395409787261
2020,Hebron,38060802,69332567.0,1.8216265385054156
2001,Brooklyn,13975260,23402400.0,1.6745591853031714
2004,Norwich,108635170,226840501.0,2.088094500151286
2009,Ellington,38087680,59125031.0,1.5523400480155263
2011,Newtown,126578960,143602129.0,1.134486560799678
2013,Bridgeport,562791045,262147210.0,0.46579847410329706
2014,Hartford,227726574,442887784.0,1.9448225835953603
2018,Greenwich,2434428410,2082766765.0,0.8555465243687326
2018,Torrington,85301352,115165509.0,1.350101801434519
2019,Bethel,95701812,159805986.0,1.6698323956499381
2006,Scotland,2254890,4662579.0,2.0677633942232214
2007,Andover,6798110,10372230.0,1.5257520104852673
2008,Granby,35425090,49288883.0,1.3913551948633016
2008,Salem,8110149,10094475.0,1.2446719536225537
2010,Norfolk,7448300,8554962.0,1.1485791388639017
2013,Easton,56161250,80092348.0,1.4261140555098044
2016,New Fairfield,71405620,106390768.0,1.4899495025741671
2018,Berlin,77710294,104152872.203125,1.340271241325184
2020,Plainfield,62430370,135713656.0,2.1738403280326546
2001,Franklin,5745880,11264774.0,1.9604958683439264
2002,East Haven,70946311,140871564.0,1.9856080184352363
2005,Enfield,92759780,207758454.0,2.2397471619704143
2007,Cheshire,86840823,157942085.0,1.8187538941218924
2008,Monroe,46712250,71805815.0,1.537194526061151
2008,Hamden,161042040,178716004.0,1.1097475168595727
2003,Kent,107730,190000.0,1.763668430335097
2005,Morris,17093120,21645556.0,1.2663314830762318
2010,Old Lyme,36328220,45698814.0,1.2579425581545145
2017,Marlborough,23506180,31046785.5,1.3207924681934708
2002,Stafford,117525472,47228690.0,0.40185918164191675
2002,Somers,20293950,40264489.0,1.9840636741491922
2004,Clinton,46868000,104743560.0,2.234863019544252
2006,Mansfield,35457330,64014449.0,1.8053939481624814
2013,Clinton,39093520,47246792.0,1.208558144674616
2002,Salem,32338740,26100828.0,0.807107141465623
2003,Pomfret,10381470,23210383.0,2.235751102685843
2004,Suffield,49742670,99602662.0,2.0023585786609366
2007,Old Saybrook,58291100,89923247.0,1.5426582617243456
2011,Easton,38398190,53094868.0,1.3827440303826821
2009,Harwinton,11590660,16739023.0,1.4441820396767742
2010,Granby,27833640,35531653.0,1.2765722701019342
2014,East Haven,95914771,141610833.0,1.4764236157119115
2018,Preston,40202695,18724039.421875,0.46574090174489546
2020,Willington,15903130,5536673182.0,348.1499039497256
2020,Bethany,30338630,52618403.0,1.7343697787276486
2006,Harwinton,12196810,22414949.0,1.8377714336781503
2010,South Windsor,102156410,124048095.0,1.2142957549115128
2010,Plainfield,24455490,27149315.0,1.1101521580634859
2012,East Lyme,76412960,107008530.0,1.4003976550574666
2013,Pomfret,11654494,14219935.0,1.220124614590732
2015,Portland,32378312,43489296.0,1.3431613111887983
2019,Wethersfield,95864960,150498946.0,1.5699056881680231
2005,Beacon Falls,12670680,45703168.0,3.6070019920004293
2016,South Windsor,101752690,181632732.0,1.7850410834347474
2018,Pomfret,10341030,17748156.0,1.7162851282705882
2001,Farmington,116373980,204908107.0,1.7607725283607212
2001,Bolton,10915940,19024492.0,1.7428175677037434
2001,New Britain,72585780,130433308.0,1.7969540039385126
2006,Rocky Hill,65038900,178647382.4000244,2.746777427047881
2006,Trumbull,279604280,386057351.0,1.380727616186705
2008,Wolcott,32086500,40024460.0,1.247392517102208
2011,Meriden,77844590,100541606.0,1.291568315794328
2015,Milford,263020940,347983452.0,1.3230256571967236
2019,Middletown,102704810,189627102.0,1.8463312672502874
2004,North Branford,36062800,86835929.0,2.407908675976352
2005,Mansfield,51219625,110870542.0,2.1646105765124206
2010,Somers,16393060,22965968.0,1.4009567463304593
2017,Prospect,30092128,46146957.0,1.5335225544700595
2018,Mansfield,45346620,54298324.0,1.1974062013883284
2019,Middlefield,12245100,19063124.0,1.556796106197581
2004,Seymour,52582040,110835384.0,2.1078562946587844
2007,Manchester,176331193,222427275.0,1.2614176267723658
2008,Branford,68524285,109327506.0,1.5954563553636496
2008,New Milford,69224800,92217137.0,1.33214017230819
2010,Waterbury,216952364,175920168.0,0.810870021218114
2010,Waterford,55515320,63113242.0,1.1368617167297244
2015,Newington,87994250,136587614.0,1.55223340161431
2019,Shelton,201207608,336428745.0,1.6720478333006175
2011,Somers,17671570,25793441.0,1.4596009862168444
2009,Manchester,128284580,192985130.0,1.5043517311277785
2009,Chester,13591467,17398224.0,1.28008433526712
2012,New Hartford,19270440,26008033.0,1.349633583872501
2014,Hartland,4344710,5710354.0,1.3143233955776106
2014,Plainfield,28941620,34232119.0,1.1827989932837208
2015,Franklin,6446800,8671035.0,1.3450138052987528
2016,Roxbury,22375960,31245133.0,1.396370613819474
2014,Goshen,27694950,31082303.0,1.1223094101993323
2003,New Haven,242133085,434646197.0,1.795071487236038
2009,Windsor Locks,23791070,38811091.0,1.6313302007854207
2010,Harwinton,8546400,11934958.0,1.396489516053543
2010,Middlefield,8605700,11522734.0,1.3389653369278502
2010,Coventry,20198100,29116089.0,1.441526133646234
2010,Warren,6354140,10350056.0,1.62886810803665
2013,East Hampton,39486741,49052975.0,1.2422644603665822
2014,Vernon,63462436,87770647.0,1.3830330591154743
2001,Guilford,79518624,199758576.0,2.512097996061904
2003,Killingly,40684964,85113325.0,2.0920093477285615
2006,Windsor Locks,49476400,92922231.0,1.8781122110743709
2006,Warren,8361467,23180699.0,2.7723244019261215
2008,Plainville,34568080,53736809.0,1.5545210784052803
2013,Fairfield,549084142,807763093.0,1.471109855873419
2014,Westport,566873245,950895279.0,1.6774389819720632
2001,Orange,49629900,88919518.0,1.7916521693575849
2018,Bethel,84846120,138540810.0,1.6328479133754141
2018,West Haven,127322163,172830954.91992188,1.3574302450385003
2019,Newtown,157722340,253276884.0,1.6058402633387254
2001,Woodbridge,38561320,66740298.0,1.7307576089200265
2002,Ellington,32466000,81831620.0,2.5205328651512353
2004,Barkhamsted,10143310,19869314.0,1.9588589917886765
2006,East Granby,24722800,51152204.0,2.0690295597586035
2009,Bethlehem,9581320,11291410.0,1.1784816705840113
2015,Naugatuck,56615580,69687781.0,1.230894057784094
2015,Avon,146550210,210472185.0,1.436177982958878
2015,Winchester,23973750,34435071.0,1.4363656499296105
2018,Wallingford,159022750,217157106.93945312,1.365572579643184
2019,East Windsor,33671770,59511184.0,1.7673910222123754
2019,Simsbury,130346630,189913496.0,1.456988155351619
2020,Danbury,399551016,809607456.0,2.0262930729226327
2010,Suffield,34382100,49347321.0,1.4352619822523929
2013,Salem,8124620,10753430.0,1.323560978851934
2018,Vernon,97462020,193056623.0,1.9808395413926367
2004,Naugatuck,84316940,179055162.0,2.1235965394379823
2019,Wilton,214675307,302696714.0625,1.410021107190032
2011,Thompson,14430120,17544913.0,1.21585357571524
2013,Thompson,19733520,24618856.0,1.247565360868208
2013,Windsor Locks,29920970,45138708.0,1.5085977493376719
2015,Simsbury,136949628,178566650.0,1.3038856155198904
2003,Easton,60445660,106446368.0,1.7610258205469176
2003,Hamden,110552302,253703306.0,2.294871308966502
2009,Chaplin,2525300,3010410.0,1.1920999485209678
2013,East Lyme,78420760,107815820.0,1.3748377342938274
2014,Waterbury,180789516,214057024.0,1.1840123738148622
2016,Norwalk,502645251,814025537.0,1.6194831949183182
2017,Bridgeport,490510395,352108598.0,0.7178412559432099
2003,Lyme,1374050,2430000.0,1.7684945962665115
2004,East Windsor,42110682,84955646.0,2.017436953407689
2007,Colebrook,10910920,7266447.0,0.6659793124686094
2011,Bloomfield,58179310,75919362.0,1.3049202886730695
2014,Middlefield,10802000,14932194.0,1.3823545639696353
2017,Washington,33815377,54810683.0,1.6208804355485966
2020,Thomaston,24968090,40059651.0,1.6044339394803526
2001,Bethel,54467934,123763391.0,2.272224810289298
2002,New Milford,131040210,241902807.0,1.8460196835765144
2004,Milford,291024574,504910418.0,1.7349408369892503
2007,Colchester,39771780,67283234.0,1.6917330328187474
2008,Andover,5405130,7337780.0,1.3575584676039245
2008,North Branford,26810260,36813614.0,1.3731166351986142
2009,Plainfield,32349040,34946109.0,1.080282722454824
2010,Eastford,2297770,2382688.0,1.036956701497539
2012,Hampton,3522900,4461300.0,1.2663714553350933
2015,Enfield,129286935,168621351.0,1.304241229015136
2015,North Branford,33132470,45398226.0,1.370203489205604
2001,Bethlehem,8699138,15504110.0,1.7822581961569066
2002,Westbrook,31556770,55683444.0,1.7645482728428796
2003,Bristol,131005464,251608903.0,1.920598540836434
2007,Bridgeport,835319706,451047892.0,0.5399703715358057
2010,Hartford,163021345,199619555.0,1.2244994972897567
2015,Bristol,117519800,165593603.0,1.4090698163203137
2019,Stonington,119298260,177522229.0,1.4880537989405713
2004,Sherman,28104790,49706495.0,1.7686129303937157
2008,Middlefield,4694300,6607822.0,1.407626696206037
2009,Greenwich,2782556560,1623851778.0,0.5835826668694921
2011,Sprague,1509300,1608800.0,1.0659246008083216
2012,Darien,468163880,666749905.0,1.424180577536225
2012,Marlborough,14050070,17488974.0,1.2447606310858237
2013,East Hartford,79225251,100614518.0,1.2699804258114626
2014,Union,2467050,3192800.0,1.2941772562372065
2015,Wolcott,39685786,52708896.0,1.3281555265152112
2016,Redding,61652290,81425167.0,1.3207160188210365
2019,Stafford,35221306,32615259.0,0.9260093592213758
2020,New Canaan,1040839170,1180536553.0,1.1342161085271223
2002,Ledyard,56982700,81432657.0,1.429076842620655
2008,Meriden,96326755,115710111.0,1.2012250490530902
2008,Hartford,91346070,138443816.0,1.5155968505267934
2008,New Britain,142202020,137594848.0,0.9676012197295087
2011,Stonington,110392772,121967963.0,1.1048546095028757
2019,Litchfield,58879680,91299229.0,1.5506067458247055
2004,Deep River,13291040,28307900.0,2.129848379058373
2004,Wethersfield,91856800,154337711.0,1.6801990816139905
2013,Essex,43639800,66910758.0,1.5332507939999724
2014,Griswold,23054470,28701985.0,1.2449639917985535
2014,Eastford,5072880,6957760.0,1.371560139407989
2015,West Hartford,300176480,414332482.0,1.3802962910351937
2002,Meriden,110828500,193325029.0,1.7443620458636542
2002,Putnam,15435200,32153611.0,2.083135365916865
2004,Meriden,131764730,310318290.0,2.3550937341123075
2004,Windham,40903030,83047540.0,2.0303517856745574
2009,Middletown,97875840,124928915.0,1.2764019700878173
2014,Stonington,116890580,172243997.0,1.4735489977036644
2016,Wilton,177025960,239085846.0,1.3505694080122486
2009,Barkhamsted,6833580,8417182.0,1.2317382689600473
2010,Lyme,20777735,25627100.0,1.2333923789094432
2011,East Windsor,28391670,46064203.0,1.6224548608799694
2013,Seymour,38181990,51462855.0,1.3478306133336686
2015,Woodbury,48985830,60434892.0,1.233721915092589
2002,Lebanon,12811180,26923315.0,2.1015484131828606
2003,Marlborough,24637060,50778918.0,2.061078635194297
2005,Torrington,104489720,187654230.0,1.7959109278884084
2009,New Haven,268081010,220849613.0,0.823816700034068
2012,Woodstock,21881250,30571830.0,1.397170179948586
2013,Tolland,37155830,53642418.0,1.443714701030767
2009,Trumbull,156126500,250336126.0,1.6034185484206718
2012,Bethlehem,8710550,12828205.0,1.4727204367118034
2016,Hampton,4768540,5662451.0,1.187460103092351
2016,Plainfield,48723460,62298642.0,1.278616953722088
2019,Columbia,16100450,25834377.765625,1.6045748886288893
2020,Griswold,45425795,110534803.0,2.433304755590959
2020,North Haven,121062400,208900066.0,1.7255569524476633
2020,Middlefield,16826046,36790599.0,2.1865267098402086
2002,Clinton,46120720,98020429.0,2.125301361297048
2003,Stamford,746220588,1646614103.0,2.2066050300397233
2004,Westport,449916251,1007470377.0,2.2392398024315865
2010,Bethel,123711750,79488573.0,0.6425305033677076
2013,Branford,113980410,154750966.0,1.3576979237046085
2013,Newington,70932396,106260363.0,1.4980512289476307
2014,Stamford,1082548389,1407213696.0,1.2999083554130162
2002,Montville,37741210,87909669.0,2.329275320001664
2006,Willington,8846060,17898413.0,2.023320325659107
2009,North Haven,83032772,115437906.0,1.3902692059949535
2010,New Hartford,15745500,20320221.0,1.2905414880442032
2012,Beacon Falls,17023560,20242245.0,1.1890723796902645
2016,Weston,116028600,158127629.0,1.3628332066404318
2019,Derby,23526440,37893675.0,1.610684616967123
2005,Warren,7435300,22423900.0,3.015870240608987
2006,East Haddam,29553230,67712826.0,2.291215748667743
2006,Plainfield,44923680,96596568.0,2.1502372022950924
2009,East Lyme,77077430,96591353.0,1.2531729846207897
2011,Norwich,71298000,71651521.0,1.0049583578782013
2017,Fairfield,531592114,775543822.125,1.4589076882449765
2018,Clinton,73750170,104793489.84375,1.4209254004939922
2004,North Canaan,8311994,16270744.0,1.9575018942506455
2010,Litchfield,29431870,35343658.0,1.2008634857384188
2014,Bridgewater,20596740,25137218.0,1.2204464395821863
2014,West Haven,123944032,109124094.0,0.880430402651416
2015,Burlington,34017430,54159696.0,1.5921160416880404
2015,Roxbury,31423163,37500479.0,1.1934024273749908
2017,Thompson,22251350,40460314.0,1.8183307529655504
2018,Deep River,32038010,38868059.0,1.2131858064842354
2018,Thompson,22945980,35640970.0,1.5532555157809778
2007,New Haven,281883140,276282381.0,0.9801309187913828
2001,Waterford,51198610,117286088.0,2.2908060980561777
2001,New Fairfield,66638745,117045166.0,1.7564131197248687
2019,Watertown,65964010,107026426.0,1.6224972678283203
2012,Stratford,471504800,174674630.0,0.37046203983501336
2014,Manchester,147421980,214732168.0,1.4565817661653981
2017,Burlington,43920000,63833217.0,1.4533974726775956
2017,Trumbull,196177910,257937182.0,1.3148125698759865
2018,New Milford,119537256,164620684.0,1.3771495976116435
2020,Putnam,35845485,72727279.0,2.028910447159524
2020,New Hartford,33519920,58070098.046875,1.7324056276648334
2009,Woodstock,24504530,28604401.0,1.1673107380553718
2010,New Canaan,441167320,523217551.0,1.1859843811640445
2009,Ansonia,23913400,26487774.0,1.1076540349762058
2009,Portland,22652630,27880798.0,1.2307973952693352
2010,Marlborough,15522470,19339575.0,1.245908350926109
2012,Plymouth,19535890,23927177.0,1.2247804937476614
2016,Prospect,30037310,44901668.0,1.4948631551893294
2017,Seymour,47839510,66860276.0,1.3975953349020507
2017,Rocky Hill,56306170,94813768.0,1.6838965960568797
2006,Roxbury,18476600,41336075.0,2.237212203543942
2006,Franklin,4315140,8762503.0,2.030641647779678
2006,West Haven,171170041,292263167.0,1.7074434596881356
2007,Franklin,4126980,8031240.0,1.9460331768024075
2013,Ledyard,35952900,47625933.0,1.3246757007084269
2014,Fairfield,488155247,743391606.0,1.5228589891608806
2014,Windsor Locks,28250060,46337056.0,1.640246286202578
2014,Sharon,29008760,41078943.0,1.4160875197698901
2018,Oxford,58808980,90631873.0,1.5411230223683525
2019,Hebron,36704723,55207724.0,1.5041040903646106
2001,Canaan,2299600,4945397.0,2.1505466168029224
2004,Stamford,807072018,1812808722.0,2.246154843148087
2015,Cromwell,54498100,82676603.0,1.5170547780564827
2018,Ellington,42859078,61471123.0,1.4342614416483714
2002,Hampton,2920920,6845250.0,2.343525327636498
2002,Marlborough,20474930,39823772.0,1.9450016190531543
2003,Washington,60270,138300.0,2.2946739671478347
2008,Roxbury,12457630,17537248.0,1.4077515546697084
2020,Old Saybrook,115566300,210922847.0,1.8251241668202582
2001,Vernon,51668142,89536325.0,1.7329116460197078
2002,East Lyme,66167110,127382851.0,1.925168728088623
2017,Naugatuck,62104440,82165026.0,1.3230137168936713
2019,Roxbury,42752468,60488222.0,1.4148474890385276
2002,Willington,10585630,21140079.0,1.9970544029972708
2006,Bolton,14176570,26010241.0,1.8347344244764425
2007,Hartland,3113160,4619660.0,1.4839134512842256
2011,Colebrook,3072380,3082982.0,1.0034507450250294
2011,Preston,8625610,8934236.0,1.0357801940964175
2015,Washington,53750424,87847015.0,1.6343501774051121
2016,Lyme,15885722,19308250.0,1.215446801851373
2018,Goshen,19562050,26307952.0,1.344846373462904
2020,New Fairfield,99242678,193434187.0,1.9491028547214335
2020,Shelton,212940034,421772498.0,1.980710203136344
2003,Branford,118989010,208855804.0,1.7552528926831141
2004,North Haven,75025388,168940582.0,2.2517788511803496
2007,Middlefield,13591600,21376675.0,1.5727857647370436
2012,Westport,564671518,906164982.0,1.6047648112473065
2013,New Haven,144149964,204122709.0,1.4160441205521217
2014,Rocky Hill,92945480,147271865.0,1.584497331123579
2018,Brooklyn,25321000,40282302.0,1.5908653686663243
2019,Stamford,984820083,1270822470.0,1.290410798822022
2003,Mansfield,28374640,63517830.0,2.2385422334873675
2005,Litchfield,47156270,71482014.0,1.5158538620633057
2006,Essex,48807300,85910565.0,1.7601990890706922
2009,Wallingford,108201581,147296356.0,1.3613142676722996
2011,Ansonia,27738000,25101091.0,0.9049351431249549
2010,Winchester,26353200,33549249.0,1.2730616775192387
2014,Marlborough,24019970,34037609.0,1.4170546008175697
2014,Lebanon,17957210,39178070.0,2.1817459393747693
2014,Trumbull,159608226,223157812.671875,1.3981598459209428
2014,Sprague,4273470,5791837.0,1.3553007275118347
2016,Madison,153297110,192396157.0,1.2550540385268842
2016,Goshen,32321410,32433014.0,1.0034529434204758
2017,Pomfret,14102120,20548865.0,1.4571472232543758
2018,Orange,58988220,97517351.0,1.653166530537792
2004,Guilford,121785340,232978385.0,1.9130248763931685
2004,Salem,11640280,24984595.0,2.1463912380114567
2005,Groton,78562932,200865841.0,2.556750822385295
2005,Suffield,37770810,177238168.0,4.692464048295496
2010,Shelton,122970279,169520014.0,1.3785445993824248
2011,Watertown,44542618,54617788.0,1.2261916890471054
2004,Westbrook,29659580,67012982.0,2.2594042801684986
2006,Barkhamsted,9357840,16935128.0,1.8097261761261145
2007,East Hartford,162788833,214568286.0,1.3180774261094432
2011,Ledyard,34594430,41854881.0,1.2098734102570847
2011,Burlington,29778550,40197709.0,1.349888057007477
2014,Waterford,69862840,89268642.0,1.2777700133576018
2015,Ashford,10406590,13204778.0,1.2688861577135258
2019,Canaan,7136200,9169094.34375,1.284870707624506
2020,Branford,187538520,304811803.0,1.6253290417349993
2004,New London,102206157,185807595.0,1.8179687061318626
2006,Danbury,362886880,644768327.0,1.7767749746146788
2009,Hamden,158892879,170945598.0,1.0758543685271131
2011,Essex,35962000,45524675.0,1.2659105444636005
2004,Cromwell,63618800,113328094.0,1.7813617044018435
2010,Essex,31952711,39855696.0,1.2473337864821548
2007,Easton,50539730,70620443.0,1.3973252923986732
2018,New Hartford,23535095,29833355.0,1.2676114118086204
2019,Farmington,158327240,239376640.0078125,1.5119106478949074
2001,Stratford,188089130,249486918.0,1.3264292200192536
2011,Plainfield,36833020,36086768.0,0.9797395923549033
2014,Middletown,101638838,131655498.0,1.2953266742384442
2015,Watertown,51896700,76960849.0,1.4829622885462852
2007,West Hartford,240025760,389866671.0,1.6242701241733388
2011,Windsor,84175468,120871925.0,1.4359519212889913
2010,Wolcott,30476072,34060189.0,1.1176042962492017
2014,Haddam,29199320,32794085.0,1.123111257385446
2016,Chaplin,4536900,5957550.0,1.3131323150168617
2017,Bridgewater,14047680,22747180.0,1.6192837536162554
2004,Trumbull,194314007,406474559.0,2.091843842219774
2006,New London,64202530,113911831.0,1.774257665546825
2010,Woodstock,17562686,21643830.0,1.2323758450159616
2016,New Britain,258600531,186820503.0,0.7224289226227459
2017,Southington,151701250,229459114.0,1.5125723354290093
2005,Sterling,8633220,26364639.0,3.0538592784615703
2007,Wethersfield,64044300,112584384.0,1.7579141937690006
2009,Redding,61294370,67193879.0,1.0962487908758993
2010,Franklin,3030690,3096220.0,1.0216221388528686
2018,Trumbull,194915323,267537830.0,1.372584904471569
2019,Durham,26324720,38636147.0,1.4676755156370134
2020,Bethel,118949618,214304313.0,1.8016393545711094
2020,East Hartford,148518740,276731271.0,1.8632751058889943
2001,Darien,204734305,427790043.0,2.089488827971453
2002,Southington,137137246,235032601.0,1.7138495037300079
2004,Shelton,176836240,403856819.0,2.283789900757899
2005,Montville,43188516,143457491.0,3.3216582621176425
2009,Milford,248017850,237423530.0,0.9572840422574423
2011,Bridgeport,663417914,209509232.0,0.3158027957623104
2002,Seymour,56132039,93938898.0,1.6735343962830211
2004,Beacon Falls,15236256,41043881.0,2.6938298358861914
2010,East Hartford,76010700,80162641.0,1.054623112272351
2008,Preston,21275900,9240722.0,0.4343281365300645
2011,Greenwich,2908813340,1669325543.0,0.5738854123241885
2009,Sherman,22400100,27941469.0,1.2473814402614274
2011,Thomaston,6721720,9334442.0,1.3886984283784507
2013,Cornwall,9390300,11332234.0,1.2068021255976913
2019,Sterling,13393480,39466380.0,2.946685999456452
2001,Ashford,10233435,19308827.0,1.8868373131797875
2005,Wilton,224665550,440046558.0,1.958673939996586
2012,Stafford,71651200,26403195.0,0.36849620104059666
2013,Glastonbury,151982670,228617963.0,1.5042370488687953
2014,Killingly,37090156,50879843.0,1.37178832572179
2016,Monroe,81079870,115190181.0,1.4207001195241187
2002,Andover,7668270,14501052.0,1.891046089926411
2015,Morris,9751920,12911500.0,1.3239956849522965
2016,Haddam,34638627,46098536.0,1.3308418950901257
2020,Stamford,1975456473,4361516170.0,2.2078523265948973
2005,Branford,118249350,218437282.0,1.8472598961431923
2005,Coventry,44018940,79267794.0,1.8007656249787023
2012,North Branford,30879290,41934658.0,1.3580188534127566
2013,Bristol,120331540,189031928.0,1.5709258603355363
2018,Milford,242892482,336717053.234375,1.3862802605573235
2018,Durham,31518852,40093093.0,1.2720353203219457
2019,West Haven,122528156,204177747.0,1.6663741107798928
2002,Sherman,21427840,48631967.0,2.2695692612974523
2009,Lyme,12587118,18256130.0,1.4503820493301167
2010,North Canaan,5373420,5079340.0,0.9452713541841137
2013,Woodbridge,43437920,54491952.0,1.254478851657722
2018,East Windsor,36246622,56398356.0,1.555961711411342
2020,Ansonia,48837700,93196762.0,1.9082954766502107
2003,Enfield,114280610,184526290.0,1.6146771530183466
2003,Newtown,165867669,322534826.0,1.9445310104406182
2004,Killingly,57864680,118916393.0,2.0550773459733986
2006,Stratford,791128930,356540903.0,0.45067357478634995
2010,Windsor Locks,18104000,23913817.0,1.3209134445426425
2012,East Haven,46497593,56398342.0,1.2129303553411894
2015,Monroe,90515735,119368345.0,1.3187579485489456
2016,Stonington,108417600,169222491.0,1.5608396699428875
2005,Old Saybrook,81688706,146007200.0,1.7873609113112894
2006,Sprague,6873500,11235304.0,1.634582672583109
2008,Montville,28695150,34504477.0,1.2024497868106632
2008,New Fairfield,31907700,40618276.0,1.2729929139361345
2009,West Hartford,241025200,301977956.0,1.2528895567766358
2015,Bozrah,6520490,8150091.0,1.2499200213480888
2017,Woodbridge,41005280,58336060.0,1.4226475224653996
2003,Canterbury,7689284,19584371.0,2.5469693927288937
2006,Goshen,19036040,37397363.0,1.9645558109774932
2006,Washington,56060530,127083324.0,2.2668948010302437
2011,New London,56178637,45008365.0,0.8011651297271595
2018,Bloomfield,83078440,173961958.0,2.0939482975366412
2020,Lisbon,14216361,26239111.546875,1.8456981745803305
2004,Bridgeport,1059632588,850365825.0,0.8025100724818403
2004,Windsor Locks,50558400,101938849.0,2.0162593950757937
2006,Killingly,29158070,76394661.0,2.6200177515178473
2012,Cheshire,99608012,136114791.0,1.3665044434377427
2015,Somers,31078460,43856139.0,1.4111426048781053
2001,Ridgefield,185985465,457354133.0,2.459085353793642
2017,Windsor,99230110,167440638.0,1.687397484493366
2019,Monroe,89313052,131131789.0,1.468226491689031
2005,Ashford,12516245,31074248.0,2.482713305787798
2007,Sprague,4480000,7025132.0,1.5681098214285714
2008,Westbrook,21965620,27931380.0,1.2715953385335812
2009,Wethersfield,60401700,82631246.0,1.3680284826420448
2013,Beacon Falls,17244480,22884033.0,1.3270352599788453
2014,Harwinton,16226710,21814232.0,1.3443410278485288
2015,Branford,113739230,153167415.0,1.346654228272866
2015,Willington,9640900,12477268.0,1.2942015786907861
2016,East Granby,22549000,33367568.0,1.4797803893742516
2001,Derby,25664869,46629039.0,1.8168430549947479
2002,Bridgeport,431811282,492803690.0,1.141247833353275
2006,Middletown,119739960,279855977.0,2.3371978494063304
2007,Stafford,86941378,36513999.0,0.4199841299961912
2008,Wallingford,114285458,152656777.0,1.3357497941689134
2012,Branford,106752960,138139094.0,1.2940071544620402
2014,New London,58278540,73033679.0,1.2531830584637158
2014,Windham,48984670,61044125.0,1.2461883483138705
2001,Thompson,15052760,27725121.0,1.8418629540363363
2001,Colebrook,3841400,7415050.0,1.930298849377831
2018,Bridgeport,519578636,442313333.0,0.8512923787728639
2019,Darien,481820500,698049139.0,1.44877426136912
2003,Cromwell,58538830,103882244.0,1.7745869536511065
2009,East Granby,15307204,23107616.0,1.5095909089602517
2012,Wethersfield,72235000,90968836.0,1.259345691146951
2015,East Hartford,133117899,140392896.0,1.0546507799075164
2015,Ansonia,50312338,49470316.0,0.9832641051187087
2016,Kent,13625400,20354325.0,1.4938515566515478
2020,Washington,70924870,145321758.0,2.0489534630095196
2005,Stamford,658203538,1813846453.0,2.755753119333734
